Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost","Shipping Groups","Origin Locations","Dimensional Rules",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Product,139,"Válvula de alivio Ford Focus RS 2.3T 2016-2018",physical,T9460,,product,2,1,4600.00,0.00,0.00,4110.00,62,1;769857,214,"<p align=""justify"">Al combinar los beneficios de rendimiento comprobados de nuestro innovador DV+ con ventilaci&oacute;n a la atm&oacute;sfera, el VTA ofrece un sonido de explosi&oacute;n agresivo, una respuesta mejorada del acelerador y una recuperaci&oacute;n de impulso, as&iacute; como una retenci&oacute;n de impulso superior y confiabilidad en condiciones extremas. La v&aacute;lvula de desv&iacute;o de f&aacute;brica que se encuentra en estos autos tiene dos problemas distintos: confiabilidad y rendimiento. Confiabilidad: hay dos formas en las que la v&aacute;lvula de alivio de f&aacute;brica puede fallar; el diafragma de goma no reforzado puede romperse y el v&aacute;stago de la v&aacute;lvula de metal que se desliza en la tapa de pl&aacute;stico se puede pegar. En ambos casos, existe un riesgo para el turbocompresor, ya que la ECU intentar&aacute; compensar una fuga de impulso aumentando el ciclo de trabajo de la v&aacute;lvula de descarga, lo que aumenta significativamente las RPM del turbo. Rendimiento: la v&aacute;lvula de alivio de f&aacute;brica generalmente funciona en solo dos estados: completamente abierta o completamente cerrada. Cuando se abre con un impulso bajo, o durante una elevaci&oacute;n parcial del acelerador en la mitad de la esquina, provoca un mayor retraso y una transici&oacute;n de impulso notablemente no lineal, que se nota como un ""paso"" hacia abajo en la potencia a medida que se baja el acelerador y el la v&aacute;lvula se abre. Sonido: el VTA, como su nombre indica, ventila el aire a la atm&oacute;sfera para obtener el m&aacute;ximo ruido de ""zumbido"" cuando se levanta el acelerador. En el Focus RS, no hay sensor MAF y, por lo tanto, no hay problemas de conducci&oacute;n o de combustible al ventilar a la atm&oacute;sfera. Caracteristicas clave: Tecnolog&iacute;a TMS para una recuperaci&oacute;n de impulso m&aacute;s r&aacute;pida en el cambio de marchas y durante la modulaci&oacute;n del acelerador Capacidad de retenci&oacute;n de impulso mejorada Ventilaci&oacute;n de la atm&oacute;sfera para un sonido de escape Los kits de atornillado directo y simple incluyen todo lo que necesita para instalar Fabricado en Australia de acuerdo con ISO 9001.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">Ford Focus RS 2.3T 2016-2018</li>
</ul>",,,/valvula-de-alivio-ford-focus-rs-2-3t-2016-2018/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/139/images/408/T9460__90264.1729227691.386.513.jpg?c=1,,,TRUE,0,,,,
Product,140,"Filtro de alto flujo BMW Serie 2/3/4 B48 2.0T",physical,SP1123WB,,product,2,1,8040.00,0.00,0.00,7170.00,38,1;769857,245,"<p align=""justify"">La serie SP de tomas de aire de Injen Technology permitir&aacute; que su motor respire m&aacute;s profundo y mejore el rendimiento que ha estado anhelando. Ganancias de hasta 13 hp y 12 lb-ft. de torque Dise&ntilde;o de admisi&oacute;n de aire Ram corto Cuenta con la tecnolog&iacute;a MegaRam (MR) patentada por Injen Cuenta con la tecnolog&iacute;a Air Fusion patentada por Injen Proporciona ganancias de potencia mientras mantiene las relaciones aire/combustible No se requiere ning&uacute;n ajuste adicional Tubo de admisi&oacute;n de aluminio 6061-T6 Incluye protector t&eacute;rmico personalizado dise&ntilde;ado espec&iacute;ficamente para esta aplicaci&oacute;n Filtro de aire seco Injen SuperNano-Web totalmente lavable.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">BMW 120i L4-2.0L(t) F20/F21 2016-2019</li>
<li align=""justify"">BMW 125i L4-2.0L(t) F20/F21 2016-2019</li>
<li align=""justify"">BMW 230i L4-2.0L(t) F22/23 (LCI) 2017-2020</li>
<li align=""justify"">BMW 230i xDrive L4-2.0L(t) F22/23 (LCI) 2017-2020</li>
<li align=""justify"">BMW 330i L4-2.0L(t) F30/31 (LCI) 2016-2018</li>
<li align=""justify"">BMW 330i xDrive L4-2.0L(t) F30/31 (LCI) 2016-2018</li>
<li align=""justify"">BMW 330i GT L4-2.0L(t) F34 (LCI) 2016-2018</li>
<li align=""justify"">BMW 330i xDrive GT L4-2.0L(t) F34 (LCI) 2016-2018</li>
<li align=""justify"">BMW 430i L4-2.0L(t) F32/33 (LCI) 2017-2020</li>
<li align=""justify"">BMW 430i xDrive L4-2.0L(t) F32/33 (LCI) 2017-2020</li>
<li align=""justify"">BMW 430i Gran Coupe L4-2.0L(t) F36 (LCI) 2017-2020</li>
<li align=""justify"">BMW 430i Gran Coupe xDrive L4-2.0L(t) F36 (LCI) 2017-2020</li>
</ul>",,,/filtro-de-alto-flujo-bmw-serie-2-3-4-motor-b48-2-0t/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/140/images/409/SP1123WB_3__51930.1729227691.386.513.jpg?c=1,,,FALSE,2,,,,
Image,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/140/images/410/SP1123WB_2__32224.1729227691.386.513.jpg?c=1,,,FALSE,1,,,,
Image,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/140/images/415/SP1123WB_1__05575.1729227691.386.513.jpg?c=1,,,TRUE,0,,,,
Product,141,"Filtro de alto flujo BMW Serie 1/2/3/4 B58 3.0T",physical,SP1129WB,,product,2,1,6760.00,0.00,0.00,6040.00,38,1;769857,245,"<p align=""justify"">La serie SP de tomas de aire de Injen Technology permitir&aacute; que su motor respire m&aacute;s profundo y mejore el rendimiento que ha estado anhelando. Ganancias de hasta 14 hp y 13 lb-ft. de torque Dise&ntilde;o de admisi&oacute;n de aire Ram corto Cuenta con la tecnolog&iacute;a MegaRam (MR) patentada por Injen Cuenta con la tecnolog&iacute;a Air Fusion patentada por Injen Proporciona ganancias de potencia mientras mantiene las relaciones aire/combustible No se requiere ning&uacute;n ajuste adicional Tubo de admisi&oacute;n de aluminio 6061-T6 Incluye protector t&eacute;rmico personalizado dise&ntilde;ado espec&iacute;ficamente para esta aplicaci&oacute;n Filtro de aire seco Injen SuperNano-Web totalmente lavable.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">BMW M140i L6-3.0L(t) F20/22 2016-2019</li>
<li align=""justify"">BMW M140i xDrive L6-3.0L(t) F20/22 2016-2019</li>
<li align=""justify"">BMW M240i L6-3.0L(t) F22/23 2016-2021</li>
<li align=""justify"">BMW M240i xDrive L6-3.0L(t) F22/23 2016-2021</li>
<li align=""justify"">BMW 340i L6-3.0L(t) F30/31 2016-2019</li>
<li align=""justify"">BMW 340i xDrive L6-3.0L(t) F30/F31 2016-2019</li>
<li align=""justify"">BMW 340i GT L6-3.0L(t) F34 2016-2019</li>
<li align=""justify"">BMW 340i GT xDrive L6-3.0L(t) F34 2016-2019</li>
<li align=""justify"">BMW 440i L6-3.0L(t) F32 2016-2020</li>
<li align=""justify"">BMW 440i xDrive L6-3.0L(t) F32 2016-2020</li>
<li align=""justify"">BMW 440i Gran Coupe L6-3.0L(t) F36 2016-2020</li>
<li align=""justify"">BMW 440i Gran Coupe xDrive L6-3.0L(t) F36 2016-2020</li>
</ul>",,,/filtro-de-alto-flujo-bmw-serie-1-2-3-4-b58-3-0t/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/141/images/412/SP1129WB_1__28243.1729227691.386.513.jpg?c=1,,,TRUE,0,,,,
Image,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/141/images/413/SP1129WB_3__58623.1729227691.386.513.jpg?c=1,,,FALSE,2,,,,
Image,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/141/images/414/SP1129WB_2__08628.1729227692.386.513.jpg?c=1,,,FALSE,1,,,,
Product,142,"Filtro de alto flujo Audi/Seat/Volkswagen 1.8T/2.0T (corto)",physical,SP3078BLK,,product,2,1,6770.00,0.00,0.00,6050.00,38,1;769857,273;279;280,"<p align=""justify"">La serie SP de tomas de aire de Injen Technology permitir&aacute; que su motor respire m&aacute;s profundo y mejore el rendimiento que ha estado anhelando. Ganancias de hasta 13 hp y 17 lb-ft. de torque Dise&ntilde;o de admisi&oacute;n de aire Ram corto Cuenta con la tecnolog&iacute;a MegaRam (MR) patentada por Injen Cuenta con la tecnolog&iacute;a Air Fusion patentada por Injen Proporciona ganancias de potencia mientras mantiene las relaciones aire/combustible No se requiere ning&uacute;n ajuste adicional Tubo de admisi&oacute;n de aluminio 6061-T6 Incluye protector t&eacute;rmico personalizado dise&ntilde;ado espec&iacute;ficamente para esta aplicaci&oacute;n Filtro de aire seco Injen SuperNano-Web totalmente lavable.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">Audi A3 (8V) 1.8T/2.0T TFSI 2015-2020</li>
<li align=""justify"">Audi S3 Quattro (8V) 2.0T 2015-2020</li>
<li align=""justify"">Seat Leon Cupra 2.0T TSI MK3 2015-2020</li>
<li align=""justify"">Volkswagen Golf GTI 2.0T MK7 2015-2020</li>
<li align=""justify"">Volkswagen Golf R 2.0T MK7 2015-2020</li>
</ul>",,,/filtro-de-alto-flujo-audi-seat-volkswagen-1-8t-2-0t-corto/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/142/images/416/SP3078BLK_1__56115.1729227692.386.513.jpg?c=1,,,TRUE,0,,,,
Image,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/142/images/417/SP3078BLK_2__16815.1729227692.386.513.jpg?c=1,,,FALSE,1,,,,
Product,143,"Filtro de aire de reemplazo BMW M2 Competition/M3/M4 3.0TT M5/M6 4.4TT",physical,33-2488,,product,2,1,1920.00,0.00,0.00,1710.00,40,1;769857,245,"<p align=""justify"">Los filtros de aire de reemplazo de K&amp;N est&aacute;n dise&ntilde;ados para aumentar la potencia y la aceleraci&oacute;n mientras proveen una filtraci&oacute;n excelente. Nosotros hacemos alrededor de 1.200 filtros de aire de reemplazo para la mayor&iacute;a de veh&iacute;culos en la v&iacute;a. Estos filtros son lavables y reusables y est&aacute;n dise&ntilde;ados a la medida para que se ajuste a su caja de aire actual. Su dise&ntilde;o de reemplazo f&aacute;cil quiere decir que agregar rendimiento es simple. Con la mayor&iacute;a de los veh&iacute;culos simplemente remuerva el filtro de aire desechable y reemplacelo con uno de K&amp;N. Vea la hoja de instrucciones para m&aacute;s detalles. Nuestro inventario de filtros de aire de reemplazo para veh&iacute;culos est&aacute; cubierto por nuestra famola Garant&iacute;a Limitada de Un Mill&oacute;n de Millas de K&amp;N y ser&aacute; el &uacute;ltimo filtro de aire que su veh&iacute;culo necesitar&aacute;.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">BMW M2 Competition F87 6L 3.0 Twin-Turbo 2015-2021</li>
<li align=""justify"">BMW M3 F80 6L 3.0 Twin-Turbo 2014-2018</li>
<li align=""justify"">BMW M4 F82/F83 6L 3.0 Twin-Turbo 2014-2020</li>
<li align=""justify"">BMW M5 F90 V8 4.4 Twin-Turbo 2017-2021</li>
<li align=""justify"">BMW M6 F06/F12/F13 V8 4.4 Twin-Turbo 2012-2018</li>
</ul>",,,/filtro-de-aire-de-reemplazo-bmw-m2-competition-m3-m4-3-0tt-m5-m6-4-4tt/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/143/images/418/33-2488__35252.1729227692.386.513.jpg?c=1,,,TRUE,0,,,,
Product,144,"Filtro de aire de reemplazo Seat/Volkswagen 1.6L",physical,33-2920,,product,2,1,1440.00,0.00,0.00,1290.00,40,1;769857,279;280,"<p align=""justify"">Los filtros de aire de reemplazo de K&amp;N est&aacute;n dise&ntilde;ados para aumentar la potencia y la aceleraci&oacute;n mientras proveen una filtraci&oacute;n excelente. Nosotros hacemos alrededor de 1.200 filtros de aire de reemplazo para la mayor&iacute;a de veh&iacute;culos en la v&iacute;a. Estos filtros son lavables y reusables y est&aacute;n dise&ntilde;ados a la medida para que se ajuste a su caja de aire actual. Su dise&ntilde;o de reemplazo f&aacute;cil quiere decir que agregar rendimiento es simple. Con la mayor&iacute;a de los veh&iacute;culos simplemente remuerva el filtro de aire desechable y reemplacelo con uno de K&amp;N. Vea la hoja de instrucciones para m&aacute;s detalles. Nuestro inventario de filtros de aire de reemplazo para veh&iacute;culos est&aacute; cubierto por nuestra famola Garant&iacute;a Limitada de Un Mill&oacute;n de Millas de K&amp;N y ser&aacute; el &uacute;ltimo filtro de aire que su veh&iacute;culo necesitar&aacute;.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">Seat Ibiza 4L 1.6L 2006-2017</li>
<li align=""justify"">Volkswagen Bora 4L 1.6L 2010</li>
<li align=""justify"">Volkswagen Polo 4L 1.6L 2007-2018</li>
<li align=""justify"">Volkswagen Vento 4L 1.6L 2010-2020</li>
</ul>",,,/filtro-de-aire-de-reemplazo-seat-volkswagen-1-6l/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/144/images/419/33-2920__79479.1729227692.386.513.jpg?c=1,,,TRUE,0,,,,
Product,145,"Filtro de aire de reemplazo Audi/Seat/Volkswagen 1.2T/1.4T TSI",physical,33-3004,,product,2,1,1260.00,0.00,0.00,1120.00,40,1;769857,273;279;280,"<p align=""justify"">Los filtros de aire de reemplazo de K&amp;N est&aacute;n dise&ntilde;ados para aumentar la potencia y la aceleraci&oacute;n mientras proveen una filtraci&oacute;n excelente. Nosotros hacemos alrededor de 1.200 filtros de aire de reemplazo para la mayor&iacute;a de veh&iacute;culos en la v&iacute;a. Estos filtros son lavables y reusables y est&aacute;n dise&ntilde;ados a la medida para que se ajuste a su caja de aire actual. Su dise&ntilde;o de reemplazo f&aacute;cil quiere decir que agregar rendimiento es simple. Con la mayor&iacute;a de los veh&iacute;culos simplemente remuerva el filtro de aire desechable y reemplacelo con uno de K&amp;N. Vea la hoja de instrucciones para m&aacute;s detalles. Nuestro inventario de filtros de aire de reemplazo para veh&iacute;culos est&aacute; cubierto por nuestra famola Garant&iacute;a Limitada de Un Mill&oacute;n de Millas de K&amp;N y ser&aacute; el &uacute;ltimo filtro de aire que su veh&iacute;culo necesitar&aacute;.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">Audi 1.2T/1.4T TSI 2014+</li>
<li align=""justify"">Seat 1.2T/1.4T TSI 2014+</li>
<li align=""justify"">Volkswagen 1.2T/1.4T TSI 2014+</li>
</ul>",,,/filtro-de-aire-de-reemplazo-audi-seat-volkswagen-1-2t-1-4t-tsi/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/145/images/420/33-3004__92578.1729227693.386.513.jpg?c=1,,,TRUE,0,,,,
Product,146,"Kit de turbo Subaru BRZ/Toyota GT86 2.0",physical,11001-KT001,,product,2,1,117360.00,0.00,0.00,104320.00,63,1;769857,243;264;296,"<p align=""justify"">HKS ha lanza un kit turbo de aplicaci&oacute;n directa con turbina GTIII-RS para BRZ/GT86.La turbina GTIII-RS que es la mejor combinaci&oacute;n con el motor 2.0L, la carcasa del turbo de dise&ntilde;o especial y otras piezas especiales est&aacute;n fabricadas con tecnolog&iacute;a especial de HKS.La estimaci&oacute;n de ganancia es de 450HP al motor, cuando se complementa con una buena programaci&oacute;n.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li>Subaru BRZ B4 2.0 2012-2020</li>
<li>Toyota GT86 B4 2.0 2012-2020</li>
</ul>",,,/kit-de-turbo-subaru-brz-toyota-gt86-2-0/,,,,,,,,FALSE,2000.00,,,,20.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/146/images/423/11001-KT001__31251.1729227693.386.513.jpg?c=1,,,FALSE,1,,,,
Image,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/146/images/424/11001-KT001_2__90528.1729227693.386.513.jpg?c=1,,,TRUE,0,,,,
Product,147,"Filtro de aire de reemplazo Audi/Seat/Volkswagen 2.0T TSI",physical,33-3005,,product,2,1,1290.00,0.00,0.00,1150.00,40,1;769857,273;279;280,"<p align=""justify"">Los filtros de aire de reemplazo de K&amp;N est&aacute;n dise&ntilde;ados para aumentar la potencia y la aceleraci&oacute;n mientras proveen una filtraci&oacute;n excelente. Nosotros hacemos alrededor de 1.200 filtros de aire de reemplazo para la mayor&iacute;a de veh&iacute;culos en la v&iacute;a. Estos filtros son lavables y reusables y est&aacute;n dise&ntilde;ados a la medida para que se ajuste a su caja de aire actual. Su dise&ntilde;o de reemplazo f&aacute;cil quiere decir que agregar rendimiento es simple. Con la mayor&iacute;a de los veh&iacute;culos simplemente remuerva el filtro de aire desechable y reemplacelo con uno de K&amp;N. Vea la hoja de instrucciones para m&aacute;s detalles. Nuestro inventario de filtros de aire de reemplazo para veh&iacute;culos est&aacute; cubierto por nuestra famola Garant&iacute;a Limitada de Un Mill&oacute;n de Millas de K&amp;N y ser&aacute; el &uacute;ltimo filtro de aire que su veh&iacute;culo necesitar&aacute;.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">Audi A3 (8V) 1.8T/2.0T TFSI 2015-2020</li>
<li align=""justify"">Audi S3 Quattro (8V) 2.0T 2015-2020</li>
<li align=""justify"">Seat Leon Cupra 2.0T TSI MK3 2015-2020</li>
<li align=""justify"">Volkswagen Golf GTI 2.0T MK7 2015-2020</li>
<li align=""justify"">Volkswagen Golf R 2.0T MK7 2015-2020</li>
</ul>",,,/filtro-de-aire-de-reemplazo-audi-seat-volkswagen-2-0t-tsi/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/147/images/425/33-3005__84128.1729227693.386.513.jpg?c=1,,,TRUE,0,,,,
Product,148,"Filtro de aire de reemplazo Mini Cooper S/JCW F56",physical,33-3025,,product,2,1,2460.00,0.00,0.00,2200.00,40,1;769857,244,"<p align=""justify"">Los filtros de aire de reemplazo de K&amp;N est&aacute;n dise&ntilde;ados para aumentar la potencia y la aceleraci&oacute;n mientras proveen una filtraci&oacute;n excelente. Nosotros hacemos alrededor de 1.200 filtros de aire de reemplazo para la mayor&iacute;a de veh&iacute;culos en la v&iacute;a. Estos filtros son lavables y reusables y est&aacute;n dise&ntilde;ados a la medida para que se ajuste a su caja de aire actual. Su dise&ntilde;o de reemplazo f&aacute;cil quiere decir que agregar rendimiento es simple. Con la mayor&iacute;a de los veh&iacute;culos simplemente remuerva el filtro de aire desechable y reemplacelo con uno de K&amp;N. Vea la hoja de instrucciones para m&aacute;s detalles. Nuestro inventario de filtros de aire de reemplazo para veh&iacute;culos est&aacute; cubierto por nuestra famola Garant&iacute;a Limitada de Un Mill&oacute;n de Millas de K&amp;N y ser&aacute; el &uacute;ltimo filtro de aire que su veh&iacute;culo necesitar&aacute;.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">Mini Cooper S F56 4L 2.0T 2014-2021</li>
<li align=""justify"">Mini Cooper JCW F56 4L 2.0T 2014-2021</li>
</ul>",,,/filtro-de-aire-de-reemplazo-mini-cooper-s-jcw-f56/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/148/images/427/33-3025__56295.1729227693.386.513.jpg?c=1,,,TRUE,0,,,,
Product,149,"Filtro de aire de reemplazo BMW B48 2.0T/B58 3.0T",physical,33-3051,,product,2,1,1790.00,0.00,0.00,1600.00,40,1;769857,245,"<p align=""justify"">Los filtros de aire de reemplazo de K&amp;N est&aacute;n dise&ntilde;ados para aumentar la potencia y la aceleraci&oacute;n mientras proveen una filtraci&oacute;n excelente. Nosotros hacemos alrededor de 1.200 filtros de aire de reemplazo para la mayor&iacute;a de veh&iacute;culos en la v&iacute;a. Estos filtros son lavables y reusables y est&aacute;n dise&ntilde;ados a la medida para que se ajuste a su caja de aire actual. Su dise&ntilde;o de reemplazo f&aacute;cil quiere decir que agregar rendimiento es simple. Con la mayor&iacute;a de los veh&iacute;culos simplemente remuerva el filtro de aire desechable y reemplacelo con uno de K&amp;N. Vea la hoja de instrucciones para m&aacute;s detalles. Nuestro inventario de filtros de aire de reemplazo para veh&iacute;culos est&aacute; cubierto por nuestra famola Garant&iacute;a Limitada de Un Mill&oacute;n de Millas de K&amp;N y ser&aacute; el &uacute;ltimo filtro de aire que su veh&iacute;culo necesitar&aacute;.</p>
<p align=""justify"">Aplicaciones:</p>
<ul>
<li align=""justify"">BMW 120i L4-2.0L(t) F20/F21 2016-2019</li>
<li align=""justify"">BMW 125i L4-2.0L(t) F20/F21 2016-2019</li>
<li align=""justify"">BMW 230i L4-2.0L(t) F22/23 (LCI) 2017-2020</li>
<li align=""justify"">BMW 230i xDrive L4-2.0L(t) F22/23 (LCI) 2017-2020</li>
<li align=""justify"">BMW 330i L4-2.0L(t) F30/31 (LCI) 2016-2018</li>
<li align=""justify"">BMW 330i xDrive L4-2.0L(t) F30/31 (LCI) 2016-2018</li>
<li align=""justify"">BMW 330i GT L4-2.0L(t) F34 (LCI) 2016-2018</li>
<li align=""justify"">BMW 330i xDrive GT L4-2.0L(t) F34 (LCI) 2016-2018</li>
<li align=""justify"">BMW 430i L4-2.0L(t) F32/33 (LCI) 2017-2020</li>
<li align=""justify"">BMW 430i xDrive L4-2.0L(t) F32/33 (LCI) 2017-2020</li>
<li align=""justify"">BMW 430i Gran Coupe L4-2.0L(t) F36 (LCI) 2017-2020</li>
<li align=""justify"">BMW 430i Gran Coupe xDrive L4-2.0L(t) F36 (LCI) 2017-2020</li>
<li align=""justify"">BMW M140i L6-3.0L(t) F20/22 2016-2019</li>
<li align=""justify"">BMW M140i xDrive L6-3.0L(t) F20/22 2016-2019</li>
<li align=""justify"">BMW M240i L6-3.0L(t) F22/23 2016-2021</li>
<li align=""justify"">BMW M240i xDrive L6-3.0L(t) F22/23 2016-2021</li>
<li align=""justify"">BMW 340i L6-3.0L(t) F30/31 2016-2019</li>
<li align=""justify"">BMW 340i xDrive L6-3.0L(t) F30/F31 2016-2019</li>
<li align=""justify"">BMW 340i GT L6-3.0L(t) F34 2016-2019</li>
<li align=""justify"">BMW 340i GT xDrive L6-3.0L(t) F34 2016-2019</li>
<li align=""justify"">BMW 440i L6-3.0L(t) F32 2016-2020</li>
<li align=""justify"">BMW 440i xDrive L6-3.0L(t) F32 2016-2020</li>
<li align=""justify"">BMW 440i Gran Coupe L6-3.0L(t) F36 2016-2020</li>
<li align=""justify"">BMW 440i Gran Coupe xDrive L6-3.0L(t) F36 2016-2020</li>
</ul>",,,/filtro-de-aire-de-reemplazo-bmw-b48-2-0t-b58-3-0t/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
